-- dump date   	20080125_165742
-- class       	Genbank::Feature
-- table       	feature
-- table       	main
-- field 1	id
-- field 2	type
-- field 3	name
-- field 4	contig
-- field 5	start_pos
-- field 6	end_pos
-- field 7	strand
-- field 8	description
-- field 9	chrom_position
-- field 10	organism
-- field 11	GeneID
-- header
-- id	type	name	contig	start_pos	end_pos	strand	description	chrom_position	organism	GeneID
83333000001	SEQ_END	SEQ_END	NC_000913.2	4639675	4639675	DR	NC_000913.2; contig end	4639675..4639675	Escherichia coli K12	<NULL_VALUE>
NP_417260.1	CDS	pyrG	NC_000913.2	2906051	2907688	R	CTP synthetase	complement(2906051..2907688)	Escherichia coli K12	946116
NP_417261.1	CDS	mazG	NC_000913.2	2907916	2908707	R	nucleoside triphosphate pyrophosphohydrolase	complement(2907916..2908707)	Escherichia coli K12	947254
NP_417262.1	CDS	chpA	NC_000913.2	2908778	2909113	R	toxin of the ChpA-ChpR toxin-antitoxin system, endoribonuclease	complement(2908778..2909113)	Escherichia coli K12	947252
NP_417263.1	CDS	chpR	NC_000913.2	2909113	2909361	R	antitoxin of the ChpA-ChpR toxin-antitoxin system	complement(2909113..2909361)	Escherichia coli K12	947245
NP_417264.1	CDS	relA	NC_000913.2	2909439	2911673	R	(p)ppGpp synthetase I/GTP pyrophosphokinase	complement(2909439..2911673)	Escherichia coli K12	947244
NP_417265.1	CDS	rumA	NC_000913.2	2911721	2913022	R	23S rRNA (uracil-5)-methyltransferase	complement(2911721..2913022)	Escherichia coli K12	947243
NP_417266.1	CDS	barA	NC_000913.2	2913079	2915835	D	hybrid sensory histidine kinase, in two-component regulatory system with UvrY	2913079..2915835	Escherichia coli K12	947255
NP_417267.1	CDS	gudD	NC_000913.2	2916067	2917407	R	(D)-glucarate dehydratase 1	complement(2916067..2917407)	Escherichia coli K12	947258
NP_417268.1	CDS	gudX	NC_000913.2	2917428	2918768	R	predicted glucarate dehydratase	complement(2917428..2918768)	Escherichia coli K12	947261
NP_417269.1	CDS	gudP	NC_000913.2	2918770	2920122	R	predicted D-glucarate transporter	complement(2918770..2920122)	Escherichia coli K12	947265
NP_417270.1	CDS	yqcA	NC_000913.2	2920557	2921006	R	predicted flavoprotein	complement(2920557..2921006)	Escherichia coli K12	947151
NP_417271.1	CDS	truC	NC_000913.2	2921024	2921806	R	tRNA pseudouridine synthase	complement(2921024..2921806)	Escherichia coli K12	947242
NP_417272.1	CDS	yqcC	NC_000913.2	2921806	2922135	R	conserved protein	complement(2921806..2922135)	Escherichia coli K12	946027
NP_417273.1	CDS	syd	NC_000913.2	2922757	2923302	R	predicted protein	complement(2922757..2923302)	Escherichia coli K12	947271
NP_417274.1	CDS	queF	NC_000913.2	2923370	2924218	D	conserved protein	2923370..2924218	Escherichia coli K12	947270
NP_417275.1	CDS	ygdH	NC_000913.2	2924330	2925694	D	conserved protein	2924330..2925694	Escherichia coli K12	947266
NP_417276.1	CDS	sdaC	NC_000913.2	2926251	2927540	D	predicted serine transporter	2926251..2927540	Escherichia coli K12	947264
NP_417277.1	CDS	sdaB	NC_000913.2	2927598	2928965	D	L-serine deaminase II	2927598..2928965	Escherichia coli K12	947262
NP_417278.3	CDS	xni	NC_000913.2	2928987	2929832	D	exonuclease IX (5'-3' exonuclease)	2928987..2929832	Escherichia coli K12	947256
NP_417279.1	CDS	fucO	NC_000913.2	2929887	2931038	R	L-1,2-propanediol oxidoreductase	complement(2929887..2931038)	Escherichia coli K12	947273
NP_417280.1	CDS	fucA	NC_000913.2	2931063	2931710	R	L-fuculose-1-phosphate aldolase	complement(2931063..2931710)	Escherichia coli K12	947282
NP_417281.1	CDS	fucP	NC_000913.2	2932257	2933573	D	L-fucose transporter	2932257..2933573	Escherichia coli K12	947487
NP_417282.1	CDS	fucI	NC_000913.2	2933606	2935381	D	L-fucose isomerase	2933606..2935381	Escherichia coli K12	946195
NP_417283.1	CDS	fucK	NC_000913.2	2935460	2936908	D	L-fuculokinase	2935460..2936908	Escherichia coli K12	946022
NP_417284.1	CDS	fucU	NC_000913.2	2936910	2937332	D	L-fucose mutarotase	2936910..2937332	Escherichia coli K12	945842
NP_417285.1	CDS	fucR	NC_000913.2	2937390	2938121	D	DNA-binding transcriptional activator	2937390..2938121	Escherichia coli K12	946905
NP_417286.1	CDS	ygdE	NC_000913.2	2938165	2939265	R	predicted methyltransferase	complement(2938165..2939265)	Escherichia coli K12	947283
NP_417287.1	CDS	ygdD	NC_000913.2	2939258	2939653	R	conserved inner membrane protein	complement(2939258..2939653)	Escherichia coli K12	947279
NP_417288.1	CDS	gcvA	NC_000913.2	2939672	2940589	R	DNA-binding transcriptional dual regulator	complement(2939672..2940589)	Escherichia coli K12	947278
NP_417289.2	CDS	ygdI	NC_000913.2	2940940	2941167	R	predicted protein	complement(2940940..2941167)	Escherichia coli K12	947276
NP_417290.1	CDS	csdA	NC_000913.2	2941359	2942564	D	cysteine sulfinate desulfinase	2941359..2942564	Escherichia coli K12	947275
NP_417291.1	CDS	csdE	NC_000913.2	2942564	2943007	D	predicted Fe-S metabolism protein	2942564..2943007	Escherichia coli K12	947274
NP_417292.1	CDS	ygdL	NC_000913.2	2943058	2943864	R	conserved protein	complement(2943058..2943864)	Escherichia coli K12	947291
NP_417293.1	CDS	mltA	NC_000913.2	2944103	2945200	R	membrane-bound lytic murein transglycosylase A	complement(2944103..2945200)	Escherichia coli K12	944964
NP_417294.4	CDS	amiC	NC_000913.2	2945779	2947032	R	N-acetylmuramoyl-L-alanine amidase	complement(2945779..2947032)	Escherichia coli K12	947293
NP_417295.1	CDS	argA	NC_000913.2	2947264	2948595	D	fused acetylglutamate kinase homolog (inactive)/amino acid N-acetyltransferase	2947264..2948595	Escherichia coli K12	947289
NP_417296.1	CDS	recD	NC_000913.2	2948657	2950483	R	exonuclease V (RecBCD complex), alpha chain	complement(2948657..2950483)	Escherichia coli K12	947287
NP_417297.1	CDS	recB	NC_000913.2	2950483	2954025	R	exonuclease V (RecBCD complex), beta subunit	complement(2950483..2954025)	Escherichia coli K12	947286
NP_417298.1	CDS	ptrA	NC_000913.2	2954018	2956906	R	protease III	complement(2954018..2956906)	Escherichia coli K12	947284
NP_417299.1	CDS	recC	NC_000913.2	2957082	2960450	R	exonuclease V (RecBCD complex), gamma chain	complement(2957082..2960450)	Escherichia coli K12	947294
NP_417300.1	CDS	ppdC	NC_000913.2	2960463	2960786	R	predicted protein	complement(2960463..2960786)	Escherichia coli K12	945797
NP_417301.4	CDS	ygdB	NC_000913.2	2960771	2961178	R	predicted protein	complement(2960771..2961178)	Escherichia coli K12	944763
NP_417302.1	CDS	ppdB	NC_000913.2	2961175	2961738	R	conserved protein	complement(2961175..2961738)	Escherichia coli K12	948985
NP_417303.1	CDS	ppdA	NC_000913.2	2961729	2962199	R	conserved protein	complement(2961729..2962199)	Escherichia coli K12	945393
NP_417304.1	CDS	thyA	NC_000913.2	2962383	2963177	R	thymidylate synthetase	complement(2962383..2963177)	Escherichia coli K12	949035
NP_417305.1	CDS	lgt	NC_000913.2	2963184	2964059	R	phosphatidylglycerol-prolipoprotein diacylglyceryl transferase	complement(2963184..2964059)	Escherichia coli K12	947303
NP_417306.1	CDS	ptsP	NC_000913.2	2964210	2966456	R	fused PTS enzyme: PEP-protein phosphotransferase (enzyme I)/GAF domain containing protein	complement(2964210..2966456)	Escherichia coli K12	947301
NP_417307.1	CDS	nudH	NC_000913.2	2966469	2966999	R	nucleotide hydrolase	complement(2966469..2966999)	Escherichia coli K12	947300
YP_001165326.1	CDS	ygdT	NC_000913.2	2967352	2967498	R	hypothetical protein	complement(2967352..2967498)	Escherichia coli K12	5061519
NP_417308.1	CDS	mutH	NC_000913.2	2967684	2968373	D	methyl-directed mismatch repair protein	2967684..2968373	Escherichia coli K12	947299
NP_417309.1	CDS	ygdQ	NC_000913.2	2968442	2969155	D	predicted inner membrane protein	2968442..2969155	Escherichia coli K12	947295
NP_417310.1	CDS	ygdR	NC_000913.2	2969293	2969511	D	predicted protein	2969293..2969511	Escherichia coli K12	947304
NP_417311.1	CDS	tas	NC_000913.2	2969619	2970659	D	predicted oxidoreductase, NADP(H)-dependent aldo-keto reductase	2969619..2970659	Escherichia coli K12	947306
NP_417312.1	CDS	lplT	NC_000913.2	2970691	2971884	R	predicted inner membrane protein	complement(2970691..2971884)	Escherichia coli K12	947317
NP_417313.1	CDS	aas	NC_000913.2	2971877	2974036	R	fused 2-acylglycerophospho-ethanolamine acyl transferase/acyl-acyl carrier protein synthetase	complement(2971877..2974036)	Escherichia coli K12	947315
NP_417314.1	CDS	galR	NC_000913.2	2974621	2975652	D	DNA-binding transcriptional repressor	2974621..2975652	Escherichia coli K12	947314
NP_417315.1	CDS	lysA	NC_000913.2	2975659	2976921	R	diaminopimelate decarboxylase, PLP-binding	complement(2975659..2976921)	Escherichia coli K12	947313
NP_417316.1	CDS	lysR	NC_000913.2	2977043	2977978	D	DNA-binding transcriptional dual regulator	2977043..2977978	Escherichia coli K12	947311
NP_417317.1	CDS	ygeA	NC_000913.2	2977965	2978657	R	predicted racemase	complement(2977965..2978657)	Escherichia coli K12	947348
NP_417318.1	CDS	araE	NC_000913.2	2978786	2980204	R	arabinose transporter	complement(2978786..2980204)	Escherichia coli K12	947341
NP_417319.1	CDS	kduD	NC_000913.2	2980519	2981280	R	2-deoxy-D-gluconate 3-dehydrogenase	complement(2980519..2981280)	Escherichia coli K12	947323
NP_417320.1	CDS	kduI	NC_000913.2	2981310	2982146	R	predicted 5-keto 4-deoxyuronate isomerase	complement(2981310..2982146)	Escherichia coli K12	947319
NP_417321.2	CDS	yqeF	NC_000913.2	2982433	2983614	R	predicted acyltransferase	complement(2982433..2983614)	Escherichia coli K12	947324
NP_417322.1	CDS	yqeG	NC_000913.2	2983869	2985098	D	predicted transporter	2983869..2985098	Escherichia coli K12	945028
NP_417323.2	CDS	yqeH	NC_000913.2	2985558	2986190	D	conserved protein with bipartite regulator domain	2985558..2986190	Escherichia coli K12	945263
NP_417324.1	CDS	yqeI	NC_000913.2	2986524	2987333	D	predicted transcriptional regulator	2986524..2987333	Escherichia coli K12	947327
NP_417325.4	CDS	yqeJ	NC_000913.2	2987326	2987808	D	predicted protein	2987326..2987808	Escherichia coli K12	947328
NP_417326.2	CDS	yqeK	NC_000913.2	2987957	2988382	R	predicted protein	complement(2987957..2988382)	Escherichia coli K12	947329
b2850	CDS	ygeF	NC_000913.2	2988576	2989065	D	b2850	join(2988576..2988971,2988970..2989065)	Escherichia coli K12	946823
NP_417328.1	CDS	ygeG	NC_000913.2	2989290	2989781	D	predicted chaperone	2989290..2989781	Escherichia coli K12	946986
NP_417329.1	CDS	ygeH	NC_000913.2	2990116	2991492	D	predictedtranscriptional regulator	2990116..2991492	Escherichia coli K12	946265
NP_417330.1	CDS	ygeI	NC_000913.2	2991660	2991878	D	predicted protein	2991660..2991878	Escherichia coli K12	947336
b2854	CDS	pbl	NC_000913.2	2991961	2992463	D	b2854	join(2991961..2992404,2992404..2992463)	Escherichia coli K12	947338
b2856	CDS	ygeK	NC_000913.2	2992482	2993114	R	b2856	complement(2992482..2993114)	Escherichia coli K12	947332
b2858	CDS	ygeN	NC_000913.2	2993336	2994042	R	b2858	complement(join(2993336..2993782,2993782..2994042))	Escherichia coli K12	2847705
b2859	CDS	ygeO	NC_000913.2	2993984	2994382	R	b2859	complement(2993984..2994382)	Escherichia coli K12	947325
NP_417337.1	CDS	insD	NC_000913.2	2994394	2995299	R	KpLE2 phage-like element; IS2 insertion element transposase InsAB'	complement(2994394..2995299)	Escherichia coli K12	947346
NP_417338.3	CDS	insC	NC_000913.2	2995257	2995622	R	KpLE2 phage-like element; IS2 insertion element repressor InsA	complement(2995257..2995622)	Escherichia coli K12	947347
b2863	CDS	ygeQ	NC_000913.2	2995714	2996850	R	b2863	complement(2995714..2996850)	Escherichia coli K12	947344
NP_417341.4	CDS	ygeR	NC_000913.2	2997158	2997913	R	tetratricopeptide repeat transcriptional regulator	complement(2997158..2997913)	Escherichia coli K12	947352
NP_417342.1	CDS	xdhA	NC_000913.2	2998367	3000625	D	xanthine dehydrogenase, molybdenum binding subunit	2998367..3000625	Escherichia coli K12	947116
NP_417343.1	CDS	xdhB	NC_000913.2	3000636	3001514	D	xanthine dehydrogenase, FAD-binding subunit	3000636..3001514	Escherichia coli K12	947205
NP_417344.1	CDS	xdhC	NC_000913.2	3001511	3001990	D	xanthine dehydrogenase, Fe-S binding subunit	3001511..3001990	Escherichia coli K12	945148
NP_417345.1	CDS	ygeV	NC_000913.2	3002030	3003808	R	predicted DNA-binding transcriptional regulator	complement(3002030..3003808)	Escherichia coli K12	947320
YP_026185.1	CDS	ygeW	NC_000913.2	3004284	3005474	D	conserved protein	3004284..3005474	Escherichia coli K12	945826
NP_417347.1	CDS	ygeX	NC_000913.2	3005532	3006728	D	2,3-diaminopropionate ammonia-lyase	3005532..3006728	Escherichia coli K12	947012
NP_417348.1	CDS	ygeY	NC_000913.2	3006786	3007997	D	predicted peptidase	3006786..3007997	Escherichia coli K12	947360
NP_417349.4	CDS	hyuA	NC_000913.2	3008050	3009435	D	D-stereospecific phenylhydantoinase	3008050..3009435	Escherichia coli K12	947359
NP_417350.1	CDS	yqeA	NC_000913.2	3009483	3010415	D	predicted amino acid kinase	3009483..3010415	Escherichia coli K12	947358
NP_417351.1	CDS	yqeB	NC_000913.2	3010636	3012261	R	conserved protein with NAD(P)-binding Rossman fold	complement(3010636..3012261)	Escherichia coli K12	947357
NP_417352.2	CDS	yqeC	NC_000913.2	3012309	3013079	R	conserved protein	complement(3012309..3013079)	Escherichia coli K12	947350
NP_417353.1	CDS	ygfJ	NC_000913.2	3013182	3013760	D	conserved protein	3013182..3013760	Escherichia coli K12	947356
NP_417354.1	CDS	ygfK	NC_000913.2	3014082	3017180	D	predicted oxidoreductase, Fe-S subunit	3014082..3017180	Escherichia coli K12	949068
NP_417355.4	CDS	ssnA	NC_000913.2	3017183	3018511	D	predicted chlorohydrolase/aminohydrolase	3017183..3018511	Escherichia coli K12	949072
NP_417356.1	CDS	ygfM	NC_000913.2	3018562	3019341	D	predicted oxidoreductase	3018562..3019341	Escherichia coli K12	949071
NP_417357.1	CDS	xdhD	NC_000913.2	3019338	3022208	D	fused predicted xanthine/hypoxanthine oxidase: molybdopterin-binding subunit/Fe-S binding subunit	3019338..3022208	Escherichia coli K12	949079
NP_417358.2	CDS	ygfO	NC_000913.2	3022373	3023773	D	predicted transporter	3022373..3023773	Escherichia coli K12	949075
NP_417359.1	CDS	guaD	NC_000913.2	3023788	3025107	D	guanine deaminase	3023788..3025107	Escherichia coli K12	947366
YP_026186.1	CDS	ygfQ	NC_000913.2	3025143	3026510	D	predicted transporter	3025143..3026510	Escherichia coli K12	2847748
NP_417362.4	CDS	ygfS	NC_000913.2	3026546	3027034	R	predicted oxidoreductase, 4Fe-4S ferredoxin-type subunit	complement(3026546..3027034)	Escherichia coli K12	949016
NP_417363.2	CDS	ygfT	NC_000913.2	3027034	3028953	R	fused predicted oxidoreductase: Fe-S subunit/nucleotide-binding subunit	complement(3027034..3028953)	Escherichia coli K12	949018
NP_417364.2	CDS	ygfU	NC_000913.2	3029389	3030837	D	predicted transporter	3029389..3030837	Escherichia coli K12	949017
NP_417365.1	CDS	idi	NC_000913.2	3031087	3031635	D	isopentenyl diphosphate isomerase	3031087..3031635	Escherichia coli K12	949020
NP_417366.1	CDS	lysS	NC_000913.2	3031679	3033196	R	lysine tRNA synthetase, constitutive	complement(3031679..3033196)	Escherichia coli K12	947372
NP_417367.1	CDS	prfB	NC_000913.2	3033206	3034304	R	peptide chain release factor RF-2	complement(join(3033206..3034228,3034230..3034304))	Escherichia coli K12	947369
NP_417368.1	CDS	recJ	NC_000913.2	3034395	3036128	R	ssDNA exonuclease, 5' --> 3'-specific	complement(3034395..3036128)	Escherichia coli K12	947367
NP_417369.1	CDS	dsbC	NC_000913.2	3036134	3036844	R	protein disulfide isomerase II	complement(3036134..3036844)	Escherichia coli K12	947363
NP_417370.1	CDS	xerD	NC_000913.2	3036869	3037765	R	site-specific tyrosine recombinase	complement(3036869..3037765)	Escherichia coli K12	947362
NP_417371.1	CDS	fldB	NC_000913.2	3037877	3038398	D	flavodoxin 2	3037877..3038398	Escherichia coli K12	947361
NP_417372.1	CDS	ygfX	NC_000913.2	3038438	3038845	R	predicted protein	complement(3038438..3038845)	Escherichia coli K12	947379
NP_417373.1	CDS	ygfY	NC_000913.2	3038826	3039092	R	conserved protein	complement(3038826..3039092)	Escherichia coli K12	947382
NP_417374.1	CDS	ygfZ	NC_000913.2	3039335	3040315	D	predicted folate-dependent regulatory protein	3039335..3040315	Escherichia coli K12	947384
NP_417375.1	CDS	yqfA	NC_000913.2	3040511	3041170	R	predicted oxidoreductase, inner membrane subunit	complement(3040511..3041170)	Escherichia coli K12	947381
NP_417376.1	CDS	yqfB	NC_000913.2	3041334	3041645	R	conserved protein	complement(3041334..3041645)	Escherichia coli K12	947380
NP_417377.1	CDS	bglA	NC_000913.2	3041684	3043123	D	6-phospho-beta-glucosidase A	3041684..3043123	Escherichia coli K12	947378
NP_417378.1	CDS	ygfF	NC_000913.2	3043180	3043923	R	predicted NAD(P)-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain	complement(3043180..3043923)	Escherichia coli K12	947373
NP_417379.1	CDS	gcvP	NC_000913.2	3044190	3047063	R	glycine decarboxylase, PLP-dependent, subunit (protein P) of glycine cleavage complex	complement(3044190..3047063)	Escherichia coli K12	947394
NP_417380.1	CDS	gcvH	NC_000913.2	3047182	3047571	R	glycine cleavage complex lipoylprotein	complement(3047182..3047571)	Escherichia coli K12	947393
NP_417381.1	CDS	gcvT	NC_000913.2	3047595	3048689	R	aminomethyltransferase, tetrahydrofolate-dependent, subunit (T protein) of glycine cleavage complex	complement(3047595..3048689)	Escherichia coli K12	947390
NP_417382.1	CDS	visC	NC_000913.2	3049137	3050339	R	predicted oxidoreductase with FAD/NAD(P)-binding domain	complement(3049137..3050339)	Escherichia coli K12	947389
NP_417383.1	CDS	ubiH	NC_000913.2	3050362	3051540	R	2-octaprenyl-6-methoxyphenol hydroxylase, FAD/NAD(P)-binding	complement(3050362..3051540)	Escherichia coli K12	947388
NP_417384.1	CDS	pepP	NC_000913.2	3051537	3052862	R	proline aminopeptidase P II	complement(3051537..3052862)	Escherichia coli K12	947385
NP_417385.4	CDS	ygfB	NC_000913.2	3052888	3053466	R	predicted protein	complement(3052888..3053466)	Escherichia coli K12	947400
NP_417386.1	CDS	zapA	NC_000913.2	3053634	3053963	D	protein that localizes to the cytokinetic ring	3053634..3053963	Escherichia coli K12	947404
NP_417387.3	CDS	ygfA	NC_000913.2	3054263	3054811	D	predicted ligase	3054263..3054811	Escherichia coli K12	945167
NP_417388.1	CDS	serA	NC_000913.2	3055200	3056432	R	D-3-phosphoglycerate dehydrogenase	complement(3055200..3056432)	Escherichia coli K12	945258
NP_417389.1	CDS	rpiA	NC_000913.2	3056688	3057347	R	ribose 5-phosphate isomerase, constitutive	complement(3056688..3057347)	Escherichia coli K12	947407
b2915	CDS	yqfE	NC_000913.2	3057403	3057723	R	b2915	complement(3057403..3057723)	Escherichia coli K12	946707
NP_417391.1	CDS	argP	NC_000913.2	3057775	3058668	D	DNA-binding transcriptional activator, replication initiation inhibitor	3057775..3058668	Escherichia coli K12	944867
NP_417392.1	CDS	scpA	NC_000913.2	3058872	3061016	D	methylmalonyl-CoA mutase	3058872..3061016	Escherichia coli K12	945576
NP_417393.1	CDS	argK	NC_000913.2	3061009	3062004	D	membrane ATPase/protein kinase	3061009..3062004	Escherichia coli K12	947412
NP_417394.4	CDS	scpB	NC_000913.2	3062015	3062800	D	methylmalonyl-CoA decarboxylase, biotin-independent	3062015..3062800	Escherichia coli K12	947408
NP_417395.1	CDS	scpC	NC_000913.2	3062824	3064302	D	propionyl-CoA:succinate-CoA transferase	3062824..3064302	Escherichia coli K12	947402
NP_417396.4	CDS	ygfI	NC_000913.2	3064299	3065195	R	predicted DNA-binding transcriptional regulator	complement(3064299..3065195)	Escherichia coli K12	947401
NP_417397.1	CDS	yggE	NC_000913.2	3065362	3066102	R	conserved protein	complement(3065362..3066102)	Escherichia coli K12	947398
NP_417398.1	CDS	argO	NC_000913.2	3066195	3066830	R	arginine transporter	complement(3066195..3066830)	Escherichia coli K12	947418
NP_417399.1	CDS	mscS	NC_000913.2	3066969	3067829	R	mechanosensitive channel	complement(3066969..3067829)	Escherichia coli K12	947416
NP_417400.1	CDS	fbaA	NC_000913.2	3068187	3069266	R	fructose-bisphosphate aldolase, class II	complement(3068187..3069266)	Escherichia coli K12	947415
NP_417401.1	CDS	pgk	NC_000913.2	3069481	3070644	R	phosphoglycerate kinase	complement(3069481..3070644)	Escherichia coli K12	947414
